,Airline,Market_leg,NS_fc,SLFFC,OB%,cost_ratio
2319,5J,MNLCEB,4.7,0.758,5.51,0.795862696067288
2322,5J,MNLCEB,8.4,0.907,7.2,0.795862696067288
2323,5J,MNLCEB,10.100000000000001,0.871,3.76,0.795862696067288
2324,5J,MNLCEB,8.4,0.904,7.45,0.795862696067288
2325,5J,MNLCEB,6.2,0.835,5.85,0.795862696067288
2326,5J,MNLCEB,7.1,0.814,7.45,0.795862696067288
2327,5J,MNLCEB,8.9,0.928,8.89,0.795862696067288
2328,5J,MNLCEB,3.6999999999999997,0.994,3.89,0.795862696067288
2329,5J,MNLCEB,5.5,0.983,5.56,0.795862696067288
2330,5J,MNLCEB,5.1,0.9,4.44,0.795862696067288
2332,5J,MNLCGY,4.3999999999999995,0.729,8.47,1.4785823005001086
2333,5J,MNLCGY,3.0,0.812,4.84,1.4785823005001086
2334,5J,MNLCGY,2.1999999999999997,0.831,4.66,1.4785823005001086
2335,5J,MNLCGY,2.3,0.754,4.24,1.4785823005001086
2336,5J,MNLCGY,2.5,0.86,3.39,1.4785823005001086
2337,5J,MNLCGY,4.3,1.03,6.78,1.4785823005001086
2338,5J,MNLCGY,3.9,0.817,5.91,1.4785823005001086
2339,5J,MNLCGY,4.7,0.703,8.9,1.4785823005001086
2340,5J,MNLCGY,2.7,0.678,6.36,1.4785823005001086
2341,5J,MNLCGY,1.6,0.809,3.81,1.4785823005001086
2342,5J,MNLCGY,4.8,0.783,7.39,1.4785823005001086
2344,5J,MNLCGY,5.6000000000000005,0.752,7.83,1.4785823005001086
2345,5J,MNLCGY,3.9,0.944,4.44,1.4785823005001086
2346,5J,MNLCGY,2.5,0.87,4.35,1.4785823005001086
2348,5J,MNLCGY,5.4,0.771,8.47,1.4785823005001086
2350,5J,MNLCGY,5.800000000000001,0.813,8.26,1.4785823005001086
2351,5J,MNLCGY,4.3999999999999995,0.874,6.52,1.4785823005001086
2352,5J,MNLCGY,3.4000000000000004,0.883,7.83,1.4785823005001086
2353,5J,MNLCGY,5.0,0.737,8.9,1.4785823005001086
2354,5J,MNLCYZ,7.1,0.767,7.22,0.8322377822234924
2355,5J,MNLCYZ,5.7,0.839,6.11,0.8322377822234924
2356,5J,MNLCYZ,5.4,0.694,6.67,0.8322377822234924
2357,5J,MNLCYZ,4.3,0.739,5.56,0.8322377822234924
2358,5J,MNLCYZ,5.7,0.722,7.22,0.8322377822234924
2359,5J,MNLCYZ,3.3000000000000003,0.589,3.89,0.8322377822234924
2360,5J,MNLCYZ,1.6,0.756,2.22,0.8322377822234924
2361,5J,MNLCYZ,5.3,0.761,5.56,0.8322377822234924
2362,5J,MNLCYZ,6.1,0.567,6.67,0.8322377822234924
2363,5J,MNLCYZ,7.1,0.767,7.22,0.8322377822234924
2364,5J,MNLCYZ,5.1,0.767,5.56,0.8322377822234924
2417,5J,MNLDVO,4.0,0.843,7.83,1.2708374191017846
2419,5J,MNLDVO,4.1000000000000005,0.878,7.83,1.2708374191017846
2420,5J,MNLDVO,3.9,0.948,7.83,1.2708374191017846
2421,5J,MNLDVO,3.3000000000000003,0.975,3.81,1.2708374191017846
2422,5J,MNLDVO,2.1,0.926,5.65,1.2708374191017846
2425,5J,MNLDVO,4.2,0.887,8.26,1.2708374191017846
2426,5J,MNLDVO,3.0,0.864,4.24,1.2708374191017846
2428,5J,MNLDVO,3.4000000000000004,0.814,7.63,1.2708374191017846
2429,5J,MNLDVO,2.1999999999999997,0.801,3.39,1.2708374191017846
2430,5J,MNLDVO,4.9,0.958,5.51,1.2708374191017846
2431,5J,MNLDVO,5.3,0.915,7.63,1.2708374191017846
2432,5J,MNLDVO,4.1000000000000005,0.737,6.36,1.2708374191017846
2433,5J,MNLDVO,3.1,0.704,3.92,1.2708374191017846
2434,5J,MNLDVO,3.6999999999999997,0.769,3.7,1.2708374191017846
2435,5J,MNLDVO,2.1,1.021,3.39,1.2708374191017846
2436,5J,MNLDVO,4.3999999999999995,0.962,4.66,1.2708374191017846
2437,5J,MNLDVO,4.8,0.894,5.93,1.2708374191017846
2438,5J,MNLDVO,4.5,0.932,4.66,1.2708374191017846
2439,5J,MNLDVO,4.3,0.83,6.38,1.2708374191017846
2451,5J,MNLDVO,5.0,0.837,6.32,1.2708374191017846
2452,5J,MNLDVO,4.7,0.678,6.54,1.2708374191017846
2453,5J,MNLDVO,4.9,0.771,8.47,1.2708374191017846
2454,5J,MNLDVO,4.2,0.728,6.1,1.2708374191017846
2455,5J,MNLDVO,2.7,0.71,5.01,1.2708374191017846
2456,5J,MNLDVO,4.0,1.008,5.51,1.2708374191017846
2457,5J,MNLDVO,2.1,1.006,2.22,1.2708374191017846
2458,5J,MNLDVO,5.1,0.953,6.36,1.2708374191017846
2459,5J,MNLDVO,4.0,0.658,7.41,1.2708374191017846
2460,5J,MNLDVO,6.0,0.949,7.63,1.2708374191017846
2461,5J,MNLDVO,3.9,0.883,4.79,1.2708374191017846
2462,5J,MNLDVO,3.9,0.833,5.38,1.2708374191017846
2463,5J,MNLDVO,4.1000000000000005,0.941,4.3,1.2708374191017846
2465,5J,MNLDVO,5.2,0.794,6.11,1.2708374191017846
2466,5J,MNLDVO,4.2,0.867,5.56,1.2708374191017846
2467,5J,MNLDVO,4.1000000000000005,0.862,4.79,1.2708374191017846
2468,5J,MNLDVO,3.1,0.918,5.67,1.2708374191017846
2469,5J,MNLDVO,3.3000000000000003,1.015,4.64,1.2708374191017846
2470,5J,MNLDVO,2.1999999999999997,1.011,2.22,1.2708374191017846
2471,5J,MNLDVO,4.7,0.953,5.93,1.2708374191017846
2473,5J,MNLDVO,4.3999999999999995,0.978,5.91,1.2708374191017846
2474,5J,MNLDVO,3.5999999999999996,0.956,4.44,1.2708374191017846
2475,5J,MNLDVO,4.9,0.83,6.7,1.2708374191017846
2476,5J,MNLDVO,2.9000000000000004,0.747,5.15,1.2708374191017846
2477,5J,MNLDVO,2.1,1.0,3.19,1.2708374191017846
2478,5J,MNLDVO,5.3,0.839,6.36,1.2708374191017846
2479,5J,MNLDVO,3.3000000000000003,0.952,4.84,1.2708374191017846
2505,5J,MNLGES,4.3,0.804,6.52,1.5579646791397097
2517,5J,MNLGES,3.2,0.915,4.24,1.5579646791397097
2518,5J,MNLGES,3.8,0.797,5.93,1.5579646791397097
2519,5J,MNLGES,2.8000000000000003,0.826,5.51,1.5579646791397097
2520,5J,MNLGES,3.8,0.852,8.47,1.5579646791397097
2521,5J,MNLGES,3.2,0.801,5.08,1.5579646791397097
2522,5J,MNLGES,5.0,0.831,6.78,1.5579646791397097
2523,5J,MNLGES,4.0,0.996,4.66,1.5579646791397097
2524,5J,MNLGES,3.3000000000000003,0.882,8.6,1.5579646791397097
2525,5J,MNLGES,4.2,0.754,6.36,1.5579646791397097
2526,5J,MNLGES,6.4,0.866,8.6,1.5579646791397097
2527,5J,MNLGES,6.2,0.763,8.9,1.5579646791397097
2528,5J,MNLHKG,2.5,0.841,1.53,0.5621479534359745
2529,5J,MNLHKG,2.1999999999999997,0.797,1.53,0.5621479534359745
2530,5J,MNLHKG,3.5000000000000004,0.869,2.18,0.5621479534359745
2531,5J,MNLHKG,2.9000000000000004,0.83,2.18,0.5621479534359745
2532,5J,MNLHKG,2.7,0.784,1.96,0.5621479534359745
2533,5J,MNLHKG,1.5,0.845,1.53,0.5621479534359745
2534,5J,MNLHKG,2.8000000000000003,0.856,1.96,0.5621479534359745
2535,5J,MNLHKG,2.9000000000000004,0.893,1.74,0.5621479534359745
2536,5J,MNLHKG,2.5,0.882,1.53,0.5621479534359745
2537,5J,MNLHKG,3.5999999999999996,0.887,2.18,0.5621479534359745
2538,5J,MNLHKG,3.8,0.913,3.05,0.5621479534359745
2540,5J,MNLHKG,4.6,0.736,3.49,0.5621479534359745
2542,5J,MNLHKG,4.3,0.834,2.83,0.5621479534359745
2544,5J,MNLHKG,3.5000000000000004,0.826,2.18,0.5621479534359745
2545,5J,MNLHKG,2.1999999999999997,0.793,2.18,0.5621479534359745
2547,5J,MNLHKG,4.3,0.821,2.83,0.5621479534359745
2549,5J,MNLHKG,5.3,0.943,3.27,0.5621479534359745
2557,5J,MNLILO,4.2,0.945,3.39,0.8299604559199814
2558,5J,MNLILO,3.2,0.75,3.19,0.8299604559199814
2559,5J,MNLILO,4.0,0.797,4.66,0.8299604559199814
2560,5J,MNLILO,4.0,0.867,3.72,0.8299604559199814
2561,5J,MNLILO,4.6,0.699,5.51,0.8299604559199814
2562,5J,MNLILO,2.4,0.703,3.39,0.8299604559199814
2563,5J,MNLILO,3.0,0.669,3.39,0.8299604559199814
2564,5J,MNLILO,2.7,0.636,3.39,0.8299604559199814
2565,5J,MNLILO,2.6,0.631,3.39,0.8299604559199814
2566,5J,MNLILO,3.4000000000000004,0.631,5.08,0.8299604559199814
2567,5J,MNLILO,7.5,0.909,5.91,0.8299604559199814
2568,5J,MNLILO,5.5,0.994,4.44,0.8299604559199814
2569,5J,MNLILO,4.3,0.862,4.79,0.8299604559199814
2570,5J,MNLILO,6.4,0.89,5.08,0.8299604559199814
2571,5J,MNLILO,3.1,0.844,3.23,0.8299604559199814
2572,5J,MNLILO,3.1,0.848,5.65,0.8299604559199814
2573,5J,MNLILO,7.7,0.984,6.38,0.8299604559199814
2574,5J,MNLILO,5.5,0.991,7.39,0.8299604559199814
2575,5J,MNLILO,4.9,0.995,4.26,0.8299604559199814
2576,5J,MNLILO,5.8999999999999995,0.965,7.83,0.8299604559199814
2577,5J,MNLILO,6.3,0.945,5.08,0.8299604559199814
2578,5J,MNLILO,4.9,0.975,4.66,0.8299604559199814
2579,5J,MNLILO,5.2,0.881,5.08,0.8299604559199814
2580,5J,MNLILO,3.4000000000000004,0.996,3.39,0.8299604559199814
2581,5J,MNLILO,4.3999999999999995,0.936,3.81,0.8299604559199814
2582,5J,MNLILO,2.9000000000000004,0.788,3.81,0.8299604559199814
2583,5J,MNLILO,5.6000000000000005,0.966,4.66,0.8299604559199814
2584,5J,MNLILO,5.3,0.975,4.66,0.8299604559199814
2585,5J,MNLILO,5.5,0.89,4.66,0.8299604559199814
2587,5J,MNLILO,5.5,0.989,4.79,0.8299604559199814
2591,5J,MNLILO,3.6999999999999997,0.995,3.19,0.8299604559199814
2592,5J,MNLILO,2.5,0.798,3.19,0.8299604559199814
2594,5J,MNLILO,5.3,0.947,4.79,0.8299604559199814
2596,5J,MNLILO,4.6,0.957,4.79,0.8299604559199814
2597,5J,MNLKIX,6.800000000000001,0.826,3.92,0.3449504270569552
2613,5J,MNLMFM,8.200000000000001,0.851,4.26,0.5174290336814238
2614,5J,MNLMFM,6.9,0.729,4.79,0.5174290336814238
2615,5J,MNLMFM,5.800000000000001,0.844,3.76,0.5174290336814238
2616,5J,MNLMFM,3.2,0.898,2.15,0.5174290336814238
2617,5J,MNLMFM,6.7,0.782,4.26,0.5174290336814238
2618,5J,MNLMFM,4.5,0.734,2.13,0.5174290336814238
2619,5J,MNLMFM,4.5,0.761,3.19,0.5174290336814238
2620,5J,MNLMFM,7.3,0.761,4.79,0.5174290336814238
2621,5J,MNLMFM,5.7,0.702,3.72,0.5174290336814238
2622,5J,MNLMFM,6.1,0.899,3.19,0.5174290336814238
2623,5J,MNLMFM,3.2,0.957,1.6,0.5174290336814238
2625,5J,MNLMPH,4.3999999999999995,0.755,5.85,1.1310689727026464
2627,5J,MNLMPH,2.6,0.817,3.76,1.1310689727026464
2629,5J,MNLMPH,3.4000000000000004,0.787,4.26,1.1310689727026464
2631,5J,MNLMPH,3.4000000000000004,0.771,5.32,1.1310689727026464
2633,5J,MNLMPH,4.8,0.941,5.85,1.1310689727026464
2635,5J,MNLMPH,3.5999999999999996,0.783,6.67,1.1310689727026464
2636,5J,MNLMPH,5.1,0.778,6.67,1.1310689727026464
2637,5J,MNLMPH,2.8000000000000003,0.717,4.44,1.1310689727026464
2638,5J,MNLMPH,2.9000000000000004,0.785,4.3,1.1310689727026464
2639,5J,MNLMPH,3.1,0.828,4.44,1.1310689727026464
2640,5J,MNLMPH,2.7,0.84,3.19,1.1310689727026464
2641,5J,MNLMPH,2.3,0.75,3.89,1.1310689727026464
2642,5J,MNLMPH,2.9000000000000004,0.717,5.0,1.1310689727026464
2643,5J,MNLMPH,4.8,0.744,6.67,1.1310689727026464
2644,5J,MNLMPH,2.1,0.961,2.78,1.1310689727026464
2645,5J,MNLMPH,3.0,0.771,3.72,1.1310689727026464
2652,5J,MNLMPH,5.3,0.835,6.91,1.1310689727026464
2653,5J,MNLMPH,3.3000000000000003,0.876,4.3,1.1310689727026464
2654,5J,MNLMPH,1.2,0.812,3.23,1.1310689727026464
2655,5J,MNLMPH,5.6000000000000005,0.812,7.53,1.1310689727026464
2656,5J,MNLMPH,3.0,0.855,3.76,1.1310689727026464
2657,5J,MNLMPH,5.1,0.798,6.91,1.1310689727026464
2659,5J,MNLMPH,4.8,0.941,5.32,1.1310689727026464
2660,5J,MNLMPH,2.9000000000000004,0.835,4.79,1.1310689727026464
2661,5J,MNLMPH,2.8000000000000003,0.846,4.79,1.1310689727026464
2663,5J,MNLMPH,2.0,0.793,4.26,1.1310689727026464
2664,5J,MNLMPH,4.1000000000000005,0.782,6.38,1.1310689727026464
2665,5J,MNLMPH,4.3999999999999995,0.777,5.85,1.1310689727026464
2666,5J,MNLMPH,5.0,0.941,6.38,1.1310689727026464
2667,5J,MNLMPH,3.1,0.846,4.79,1.1310689727026464
2668,5J,MNLMPH,7.3999999999999995,0.772,8.89,1.1310689727026464
2669,5J,MNLMPH,3.8,0.7,6.67,1.1310689727026464
2670,5J,MNLMPH,4.8,0.839,5.56,1.1310689727026464
2671,5J,MNLMPH,2.3,0.794,3.89,1.1310689727026464
2672,5J,MNLMPH,6.9,0.761,8.89,1.1310689727026464
2673,5J,MNLMPH,4.2,0.856,6.11,1.1310689727026464
2707,5J,MNLPPS,6.1,0.978,7.39,1.1664014548761081
2708,5J,MNLPPS,4.6,0.991,5.22,1.1664014548761081
2709,5J,MNLPPS,5.4,0.839,7.39,1.1664014548761081
2710,5J,MNLPPS,6.0,0.965,6.96,1.1664014548761081
2711,5J,MNLPPS,3.9,0.878,4.78,1.1664014548761081
2712,5J,MNLPPS,4.2,1.0,4.78,1.1664014548761081
2713,5J,MNLPPS,4.7,0.97,6.96,1.1664014548761081
2714,5J,MNLPPS,6.6000000000000005,1.0,7.83,1.1664014548761081
2715,5J,MNLPPS,4.3999999999999995,0.726,6.09,1.1664014548761081
2716,5J,MNLPPS,4.5,0.987,4.78,1.1664014548761081
2717,5J,MNLPPS,6.2,0.904,7.39,1.1664014548761081
2722,5J,MNLPPS,5.0,0.994,5.56,1.1664014548761081
2727,5J,MNLPPS,7.000000000000001,0.849,7.53,1.1664014548761081
2729,5J,MNLPVG,5.1,0.819,4.79,0.7124723531108761
2730,5J,MNLPVG,5.0,0.93,4.3,0.7124723531108761
2731,5J,MNLPVG,4.5,0.835,2.13,0.7124723531108761
2732,5J,MNLPVG,2.9000000000000004,0.941,2.66,0.7124723531108761
2733,5J,MNLPVG,4.3,0.793,4.26,0.7124723531108761
2734,5J,MNLPVG,4.3999999999999995,0.739,4.26,0.7124723531108761
2735,5J,MNLPVG,4.1000000000000005,0.771,4.26,0.7124723531108761
2747,5J,MNLSGN,5.800000000000001,0.678,5.08,0.5842162590355481
2748,5J,MNLSGN,4.1000000000000005,0.513,4.24,0.5842162590355481
2749,5J,MNLSGN,3.8,0.695,2.97,0.5842162590355481
2753,5J,MNLSGN,2.1999999999999997,0.729,1.69,0.5842162590355481
2770,5J,MNLSIN,3.5999999999999996,0.886,2.97,0.9647747662668807
2784,5J,MNLTAC,5.0,0.689,8.33,1.6230784587742064
2785,5J,MNLTAC,5.6000000000000005,0.617,8.51,1.6230784587742064
2786,5J,MNLTAC,5.7,0.737,8.6,1.6230784587742064
2787,5J,MNLTAC,4.9,0.715,8.6,1.6230784587742064
2788,5J,MNLTAC,3.3000000000000003,0.624,7.22,1.6230784587742064
2789,5J,MNLTAC,2.5,0.706,5.15,1.6230784587742064
2790,5J,MNLTAC,4.9,0.619,8.76,1.6230784587742064
2791,5J,MNLTAC,4.5,0.572,8.76,1.6230784587742064
2792,5J,MNLTAC,6.3,0.892,7.73,1.6230784587742064
2793,5J,MNLTAC,4.5,0.577,8.76,1.6230784587742064
2794,5J,MNLTAC,4.1000000000000005,0.683,7.53,1.6230784587742064
2795,5J,MNLTAC,3.2,0.758,5.91,1.6230784587742064
2796,5J,MNLTAC,6.6000000000000005,0.915,8.51,1.6230784587742064
2797,5J,MNLTAC,6.0,0.926,7.45,1.6230784587742064
2798,5J,MNLTAC,6.3,0.995,8.51,1.6230784587742064
2799,5J,MNLTAC,2.6,1.005,4.26,1.6230784587742064
2800,5J,MNLTAC,3.0,0.926,4.79,1.6230784587742064
2801,5J,MNLTAC,5.3,0.851,7.45,1.6230784587742064
2802,5J,MNLTAC,4.3999999999999995,0.833,8.33,1.6230784587742064
2803,5J,MNLTAC,7.199999999999999,0.947,8.51,1.6230784587742064
2804,5J,MNLTAC,5.800000000000001,0.926,6.91,1.6230784587742064
2805,5J,MNLTAC,5.2,1.011,6.45,1.6230784587742064
2806,5J,MNLTAC,5.5,0.941,6.45,1.6230784587742064
2807,5J,MNLTAC,5.4,0.952,6.45,1.6230784587742064
2808,5J,MNLTAC,4.2,0.995,5.38,1.6230784587742064
2809,5J,MNLTAC,2.8000000000000003,0.935,3.76,1.6230784587742064
2810,5J,MNLTAC,3.5000000000000004,0.962,5.91,1.6230784587742064
2811,5J,MNLTAC,6.9,0.957,8.06,1.6230784587742064
2812,5J,MNLTAC,5.5,1.005,5.91,1.6230784587742064
2813,5J,MNLTAC,5.8999999999999995,0.978,6.99,1.6230784587742064
2815,5J,MNLTAG,2.6,0.789,2.78,0.9247662535333768
2818,5J,MNLTAG,4.3,0.719,5.66,0.9247662535333768
2819,5J,MNLTAG,4.8,0.728,5.66,0.9247662535333768
2820,5J,MNLTAG,3.5999999999999996,0.754,4.58,0.9247662535333768
2821,5J,MNLTAG,3.0,0.673,4.79,0.9247662535333768
2822,5J,MNLTAG,1.7000000000000002,0.831,2.12,0.9247662535333768
2823,5J,MNLTAG,0.0,0.745,2.61,0.9247662535333768
2824,5J,MNLTAG,2.7,0.732,4.79,0.9247662535333768
2825,5J,MNLTAG,4.0,0.767,5.08,0.9247662535333768
2826,5J,MNLTAG,3.6999999999999997,0.534,5.66,0.9247662535333768
2827,5J,MNLTAG,3.1,0.61,5.01,0.9247662535333768
2828,5J,MNLTAG,4.0,0.575,6.97,0.9247662535333768
2841,5J,MNLTUG,5.0,0.872,5.32,1.057088936069828
2842,5J,MNLTUG,5.0,0.817,5.91,1.057088936069828
2843,5J,MNLTUG,4.6,0.774,6.45,1.057088936069828
2844,5J,MNLTUG,3.8,0.753,5.38,1.057088936069828
2845,5J,MNLTUG,4.3,0.758,5.15,1.057088936069828
2846,5J,MNLTUG,5.3,0.825,6.19,1.057088936069828
2847,5J,MNLVRC,7.1,0.744,8.89,1.4503152859317243
2848,5J,MNLVRC,5.7,0.711,8.89,1.4503152859317243
2849,5J,MNLVRC,3.5999999999999996,0.722,6.11,1.4503152859317243
2850,5J,MNLVRC,6.3,0.767,8.89,1.4503152859317243
2851,5J,MNLVRC,2.6,0.817,3.33,1.4503152859317243
2852,5J,MNLVRC,3.3000000000000003,0.828,6.11,1.4503152859317243
2853,5J,MNLVRC,8.7,0.783,8.89,1.4503152859317243
2854,5J,MNLVRC,6.800000000000001,0.822,8.89,1.4503152859317243
2855,5J,MNLVRC,5.1,0.728,8.89,1.4503152859317243
2887,5J,MPHCEB,5.1,0.733,6.67,0.794819184406258
2888,5J,MPHCEB,3.2,0.822,4.44,0.794819184406258
2889,5J,MPHCEB,9.4,0.872,8.89,0.794819184406258
2897,5J,MPHCEB,5.4,0.556,7.22,0.794819184406258
2902,5J,MPHCRK,2.8000000000000003,0.583,7.22,1.4295723604735444
2903,5J,MPHCRK,2.1,0.706,4.44,1.4295723604735444
2905,5J,MPHCRK,3.6999999999999997,0.678,7.22,1.4295723604735444
2911,5J,MPHMNL,4.6,0.686,4.79,0.7176495103146489
2912,5J,MPHMNL,6.0,0.78,6.45,0.7176495103146489
2913,5J,MPHMNL,7.5,0.707,7.45,0.7176495103146489
2914,5J,MPHMNL,4.6,0.711,4.64,0.7176495103146489
2915,5J,MPHMNL,6.1,0.747,6.45,0.7176495103146489
2916,5J,MPHMNL,2.4,0.782,2.66,0.7176495103146489
2917,5J,MPHMNL,2.5,0.745,3.72,0.7176495103146489
2918,5J,MPHMNL,4.2,0.723,4.26,0.7176495103146489
2919,5J,MPHMNL,6.800000000000001,0.697,6.38,0.7176495103146489
2920,5J,MPHMNL,7.000000000000001,0.686,7.45,0.7176495103146489
2921,5J,MPHMNL,5.2,0.734,5.32,0.7176495103146489
2923,5J,MPHMNL,4.0,0.835,4.26,0.7176495103146489
2924,5J,MPHMNL,4.5,0.845,4.12,0.7176495103146489
2925,5J,MPHMNL,4.0,0.78,4.3,0.7176495103146489
2926,5J,MPHMNL,3.3000000000000003,0.907,3.09,0.7176495103146489
2927,5J,MPHMNL,2.7,0.989,2.66,0.7176495103146489
2928,5J,MPHMNL,1.6,0.773,2.06,0.7176495103146489
2929,5J,MPHMNL,3.6999999999999997,0.92,3.19,0.7176495103146489
2930,5J,MPHMNL,3.4000000000000004,0.758,3.61,0.7176495103146489
2931,5J,MPHMNL,4.6,0.931,3.72,0.7176495103146489
2932,5J,MPHMNL,4.2,0.758,4.64,0.7176495103146489
2933,5J,MPHMNL,4.2,0.872,3.89,0.7176495103146489
2934,5J,MPHMNL,3.5000000000000004,0.811,3.33,0.7176495103146489
2935,5J,MPHMNL,5.5,0.778,5.56,0.7176495103146489
2936,5J,MPHMNL,4.6,0.726,4.84,0.7176495103146489
2937,5J,MPHMNL,2.0,0.8,2.78,0.7176495103146489
2938,5J,MPHMNL,2.0,0.915,2.13,0.7176495103146489
2939,5J,MPHMNL,1.3,0.817,2.22,0.7176495103146489
2940,5J,MPHMNL,4.8,0.739,5.56,0.7176495103146489
2941,5J,MPHMNL,3.0,0.728,3.33,0.7176495103146489
2942,5J,MPHMNL,4.6,0.75,5.0,0.7176495103146489
2943,5J,MPHMNL,4.6,0.745,5.32,0.7176495103146489
2950,5J,MPHMNL,2.5,0.941,2.13,0.7176495103146489
2951,5J,MPHMNL,2.6,0.839,3.23,0.7176495103146489
2952,5J,MPHMNL,0.8999999999999999,0.909,1.61,0.7176495103146489
2953,5J,MPHMNL,2.1999999999999997,0.823,2.69,0.7176495103146489
2954,5J,MPHMNL,3.1,0.866,4.3,0.7176495103146489
2955,5J,MPHMNL,3.8,0.947,3.19,0.7176495103146489
2956,5J,MPHMNL,4.3,0.887,4.12,0.7176495103146489
2957,5J,MPHMNL,4.3999999999999995,0.963,3.72,0.7176495103146489
2958,5J,MPHMNL,4.7,0.793,4.79,0.7176495103146489
2959,5J,MPHMNL,2.7,0.947,2.66,0.7176495103146489
2960,5J,MPHMNL,3.0,0.948,2.58,0.7176495103146489
2961,5J,MPHMNL,1.6,0.83,2.13,0.7176495103146489
2962,5J,MPHMNL,3.9,0.963,3.72,0.7176495103146489
2963,5J,MPHMNL,3.3000000000000003,0.782,3.72,0.7176495103146489
2964,5J,MPHMNL,4.1000000000000005,0.936,3.19,0.7176495103146489
2965,5J,MPHMNL,3.5999999999999996,0.67,4.79,0.7176495103146489
2966,5J,MPHMNL,4.9,0.722,5.56,0.7176495103146489
2967,5J,MPHMNL,4.9,0.633,6.11,0.7176495103146489
2968,5J,MPHMNL,4.8,0.733,2.78,0.7176495103146489
2969,5J,MPHMNL,4.2,0.789,6.11,0.7176495103146489
2970,5J,MPHMNL,4.2,0.678,5.0,0.7176495103146489
2971,5J,MPHMNL,4.0,0.672,4.44,0.7176495103146489
3003,5J,PPSMNL,5.800000000000001,0.894,6.91,1.2264150943396226
3004,5J,PPSMNL,5.5,0.792,6.78,1.2264150943396226
3005,5J,PPSMNL,4.9,0.856,6.36,1.2264150943396226
3006,5J,PPSMNL,3.1,0.725,5.08,1.2264150943396226
3007,5J,PPSMNL,3.5999999999999996,0.996,4.24,1.2264150943396226
3008,5J,PPSMNL,2.8000000000000003,0.989,3.72,1.2264150943396226
3010,5J,PPSMNL,4.9,0.735,2.61,1.2264150943396226
3011,5J,PPSMNL,4.8,0.873,6.78,1.2264150943396226
3022,5J,TACMNL,6.1,0.957,8.06,1.688360950289479
3023,5J,TACMNL,5.3,0.866,7.53,1.688360950289479
3024,5J,TACMNL,7.1,0.914,8.6,1.688360950289479
3025,5J,TACMNL,4.0,0.903,5.91,1.688360950289479
3026,5J,TACMNL,7.000000000000001,0.903,8.6,1.688360950289479
3027,5J,TACMNL,3.3000000000000003,1.011,6.45,1.688360950289479
3028,5J,TACMNL,5.0,0.79,7.53,1.688360950289479
3029,5J,TACMNL,4.5,0.796,6.99,1.688360950289479
3030,5J,TACMNL,7.1,0.909,8.6,1.688360950289479
3032,5J,TAGMNL,2.8000000000000003,0.872,3.89,1.0478364861926506
3045,5J,ZAMCEB,4.3,0.967,1.11,0.18460139436192785
3046,5J,ZAMCEB,9.700000000000001,0.839,2.22,0.18460139436192785
3047,5J,ZAMCEB,7.000000000000001,0.944,1.67,0.18460139436192785
3048,5J,ZAMCEB,6.2,0.894,1.67,0.18460139436192785
3049,5J,ZAMCEB,5.8999999999999995,0.95,1.11,0.18460139436192785
3050,5J,ZAMCEB,9.6,0.894,2.22,0.18460139436192785
3051,5J,ZAMCEB,6.6000000000000005,0.933,1.67,0.18460139436192785
3061,DG,BCDCEB,3.5999999999999996,0.744,5.13,0.7513974698440717
3062,DG,BCDCEB,3.6999999999999997,0.551,5.13,0.7513974698440717
3063,DG,BCDCEB,4.9,0.936,5.13,0.7513974698440717
3064,DG,BCDCEB,4.9,0.641,6.41,0.7513974698440717
3065,DG,BCDCEB,2.8000000000000003,0.769,3.85,0.7513974698440717
3066,DG,BCDCEB,2.5,0.744,2.56,0.7513974698440717
3067,DG,BCDCEB,3.0,0.679,3.85,0.7513974698440717
3068,DG,BCDCEB,5.0,0.692,5.13,0.7513974698440717
3069,DG,BCDCEB,3.0,0.744,3.85,0.7513974698440717
3070,DG,BCDCEB,3.3000000000000003,0.795,3.85,0.7513974698440717
3071,DG,BCDCEB,7.7,0.795,7.69,0.7513974698440717
3083,DG,BXUCEB,7.3999999999999995,0.885,8.97,1.3880686953901777
3084,DG,BXUCEB,5.0,0.833,7.69,1.3880686953901777
3085,DG,BXUCEB,7.5,0.962,7.69,1.3880686953901777
3086,DG,BXUCEB,6.3,1.0,6.41,1.3880686953901777
3087,DG,BXUCEB,7.1,0.885,8.97,1.3880686953901777
3088,DG,BXUCEB,7.000000000000001,0.846,8.97,1.3880686953901777
3089,DG,BXUCEB,6.9,0.872,7.69,1.3880686953901777
3090,DG,BXUCEB,4.3,0.897,6.41,1.3880686953901777
3091,DG,BXUCEB,9.2,0.987,8.97,1.3880686953901777
3092,DG,BXUCEB,5.2,0.744,7.69,1.3880686953901777
3093,DG,CEBBCD,4.7,0.795,5.13,0.716975581053251
3094,DG,CEBBCD,4.6,0.628,5.13,0.716975581053251
3095,DG,CEBBCD,5.3,0.833,5.13,0.716975581053251
3096,DG,CEBBCD,2.9000000000000004,0.769,3.85,0.716975581053251
3097,DG,CEBBCD,4.2,0.833,5.13,0.716975581053251
3098,DG,CEBBCD,4.0,0.667,5.13,0.716975581053251
3099,DG,CEBBCD,3.0,0.846,3.85,0.716975581053251
3100,DG,CEBBCD,9.3,0.821,7.69,0.716975581053251
3101,DG,CEBBCD,4.3999999999999995,0.833,5.13,0.716975581053251
3102,DG,CEBBCD,4.6,0.833,3.85,0.716975581053251
