,Airline,Market_leg,NS_fc,SLFFC,OB%,cost_ratio
6379,5J,MNLBWN,3.3000000000000003,0.431,4.26,0.531459678440309
6380,5J,MNLBXU,5.7,0.87,8.7,2.062992125984252
6381,5J,MNLCEB,5.1,0.741,5.01,0.795862696067288
6383,5J,MNLCEB,3.5999999999999996,0.553,5.01,0.795862696067288
6384,5J,MNLCEB,2.9000000000000004,0.495,4.36,0.795862696067288
6386,5J,MNLCEB,7.199999999999999,0.847,6.78,0.795862696067288
6387,5J,MNLCEB,3.6999999999999997,0.805,4.24,0.795862696067288
6388,5J,MNLBXU,4.1000000000000005,0.78,8.47,2.062992125984252
6389,5J,MNLCEB,3.8,0.939,5.0,0.795862696067288
6391,5J,MNLCEB,5.5,0.963,5.32,0.795862696067288
6392,5J,MNLCEB,4.3999999999999995,0.721,4.79,0.795862696067288
6396,5J,MNLCEB,2.1,0.577,3.05,0.795862696067288
6398,5J,MNLCEB,8.799999999999999,0.894,4.24,0.795862696067288
6402,5J,DVOMNL,5.1,0.701,8.76,1.5526573838007451
6403,5J,DVOMNL,4.5,0.856,8.76,1.5526573838007451
6404,5J,DVOMNL,2.8000000000000003,0.851,5.67,1.5526573838007451
6406,5J,DVOMNL,5.800000000000001,0.889,7.78,1.5526573838007451
6407,5J,DVOMNL,5.6000000000000005,0.928,3.89,1.5526573838007451
6408,5J,DVOMNL,4.1000000000000005,0.968,5.32,1.5526573838007451
6411,5J,DVOMNL,4.7,0.786,6.54,1.5526573838007451
6412,5J,DVOMNL,2.1999999999999997,0.671,4.36,1.5526573838007451
6415,5J,DVOMNL,3.3000000000000003,0.792,5.08,1.5526573838007451
6416,5J,DVOMNL,4.2,0.856,8.9,1.5526573838007451
6417,5J,CGYMNL,5.7,0.97,7.39,1.5290280495759947
6418,5J,CGYMNL,2.4,0.939,3.89,1.5290280495759947
6419,5J,CGYMNL,3.6999999999999997,1.017,6.11,1.5290280495759947
6421,5J,CGYMNL,6.800000000000001,0.967,8.33,1.5290280495759947
6422,5J,CGYMNL,5.1,0.952,6.52,1.5290280495759947
6423,5J,CRKDVO,5.4,0.79,6.45,1.0927877660673693
6425,5J,CRKDVO,3.4000000000000004,0.716,5.51,1.0927877660673693
6426,5J,CRKHKG,2.4,0.521,3.81,0.749505756483312
6427,5J,ILOCGY,4.1000000000000005,0.883,2.22,0.5316990701606086
6429,5J,ILOMNL,4.9,0.989,3.72,0.8618283321702721
6431,5J,ILOMNL,4.3,0.631,5.08,0.8618283321702721
6432,5J,ILOMNL,1.0999999999999999,0.678,1.69,0.8618283321702721
6433,5J,ILOMNL,3.9,0.729,4.24,0.8618283321702721
6435,5J,DVOMNL,0.7000000000000001,0.796,2.15,1.5526573838007451
6436,5J,DVOMNL,3.6999999999999997,0.866,4.84,1.5526573838007451
6438,5J,DVOZAM,5.4,1.005,5.38,0.8448229251148959
6443,5J,DVOCRK,3.0,0.886,5.51,1.2839429634221946
6444,5J,DVOCRK,3.4000000000000004,0.805,5.93,1.2839429634221946
6445,5J,DVOCRK,4.3999999999999995,0.775,7.63,1.2839429634221946
6446,5J,DVOILO,3.2,0.813,2.61,1.1153939985362284
6447,5J,DVOMNL,3.8,0.732,5.88,1.5526573838007451
6448,5J,DVOMNL,4.0,0.863,6.75,1.5526573838007451
6453,5J,MNLCEB,7.3999999999999995,0.778,6.67,0.795862696067288
6455,5J,MNLCEB,5.6000000000000005,0.689,5.0,0.795862696067288
6456,5J,MNLCEB,6.5,0.888,5.32,0.795862696067288
6457,5J,MNLCEB,6.800000000000001,0.87,6.96,0.795862696067288
6459,5J,MNLCEB,7.199999999999999,1.0,8.26,0.795862696067288
6460,5J,MNLCEB,4.0,0.839,2.61,0.795862696067288
6461,5J,MNLCGY,4.7,0.851,6.38,1.4785823005001086
6462,5J,MNLCGY,4.7,0.957,6.52,1.4785823005001086
6463,5J,MNLCGY,3.8,0.939,5.56,1.4785823005001086
6466,5J,MNLCEB,1.3,0.638,2.18,0.795862696067288
6467,5J,MNLCEB,3.8,0.601,5.23,0.795862696067288
6469,5J,MNLCEB,4.6,0.623,5.93,0.795862696067288
6470,5J,MNLCEB,4.8,0.792,5.08,0.795862696067288
6471,5J,MNLCEB,7.6,0.725,8.05,0.795862696067288
6472,5J,MNLCEB,6.0,0.961,5.0,0.795862696067288
6474,5J,MNLCEB,5.2,0.864,5.08,0.795862696067288
6475,5J,MNLCEB,6.6000000000000005,0.7,7.22,0.795862696067288
6476,5J,MNLCEB,2.5,0.722,6.09,0.795862696067288
6477,5J,MNLCGY,4.3999999999999995,0.823,6.99,1.4785823005001086
6478,5J,MNLCGY,1.7000000000000002,0.733,3.39,1.4785823005001086
6479,5J,MNLCGY,2.1999999999999997,0.653,4.24,1.4785823005001086
6483,5J,DADMNL,4.3,0.614,6.36,1.048324478953821
6484,5J,DADMNL,4.6,0.551,7.63,1.048324478953821
6488,5J,DRPMNL,6.1,0.648,8.9,1.2387442200048673
6489,5J,MNLILO,2.1,0.674,3.81,0.8299604559199814
6491,5J,MNLILO,2.0,0.631,2.97,0.8299604559199814
6494,5J,MNLMFM,7.6,0.835,4.26,0.5174290336814238
6498,5J,MNLCYZ,1.3,0.6,2.78,0.8322377822234924
6515,5J,MNLGES,1.3,0.572,2.97,1.5579646791397097
6516,5J,MNLGES,0.8999999999999999,0.763,8.05,1.5579646791397097
6517,5J,MNLGES,2.5,0.702,4.79,1.5579646791397097
6520,5J,MNLGES,0.2,0.691,1.27,1.5579646791397097
6521,5J,MNLGES,0.7000000000000001,0.585,1.69,1.5579646791397097
6522,5J,MNLHAN,1.6,0.703,2.12,0.8043066942967835
6523,5J,MNLHAN,2.1999999999999997,0.797,2.97,0.8043066942967835
6524,5J,MNLHAN,2.6,0.737,2.54,0.8043066942967835
6526,5J,MNLHAN,2.3,0.669,2.54,0.8043066942967835
6527,5J,MNLHAN,3.5999999999999996,0.682,4.66,0.8043066942967835
6533,5J,MNLCEB,5.8999999999999995,0.746,5.93,0.795862696067288
6535,5J,MNLCEB,6.6000000000000005,0.809,6.38,0.795862696067288
6536,5J,MNLCEB,6.0,0.648,7.2,0.795862696067288
6537,5J,MNLCEB,5.3,0.576,7.2,0.795862696067288
6539,5J,MNLCGY,5.4,1.011,6.67,1.4785823005001086
6540,5J,MNLCGY,3.8,0.917,5.0,1.4785823005001086
6542,5J,MNLCGY,5.3,0.861,8.89,1.4785823005001086
6546,5J,MNLCGY,2.5,0.806,4.44,1.4785823005001086
6547,5J,MNLCGY,2.9000000000000004,0.8,4.44,1.4785823005001086
6559,5J,GESMNL,2.1,0.729,3.81,1.4913446406714461
6561,5J,GESMNL,1.7000000000000002,0.719,4.79,1.4913446406714461
6563,5J,GESMNL,3.5000000000000004,0.756,5.01,1.4913446406714461
6565,5J,GESMNL,4.3999999999999995,0.784,6.78,1.4913446406714461
6566,5J,GESMNL,3.2,0.818,5.08,1.4913446406714461
6567,5J,GESMNL,2.8000000000000003,0.78,5.08,1.4913446406714461
6568,5J,MNLCGY,4.3999999999999995,0.936,6.36,1.4785823005001086
6581,5J,MNLDVO,7.1,0.851,8.76,1.2708374191017846
6582,5J,MNLDVO,2.6,0.515,7.73,1.2708374191017846
6584,5J,DRPMNL,4.1000000000000005,0.644,7.63,1.2387442200048673
6586,5J,DVOCEB,6.2,0.978,8.26,0.8976046327981048
6587,5J,DVOCEB,2.5,0.661,2.61,0.8976046327981048
6588,5J,DVOCEB,5.1,0.847,5.51,0.8976046327981048
6593,5J,ILOMNL,3.2,1.013,6.09,0.8618283321702721
6594,5J,ILOMNL,3.9,0.963,4.79,0.8618283321702721
6596,5J,ILOMNL,3.9,0.631,5.08,0.8618283321702721
6598,5J,MNLMPH,4.1000000000000005,0.686,5.85,1.1310689727026464
6601,5J,MNLMPH,5.4,0.736,8.62,1.1310689727026464
6602,5J,MNLMPH,2.4,0.718,3.19,1.1310689727026464
6606,5J,MNLMPH,3.8,0.723,5.32,1.1310689727026464
6611,5J,MNLOZC,2.7,0.812,5.38,1.6168493941142528
6615,5J,MNLPAG,6.1,0.973,8.6,2.2936587317463495
6616,5J,MNLPAG,3.8,1.0,7.53,2.2936587317463495
6620,5J,HANMNL,2.9000000000000004,0.754,2.54,0.6893413821064961
6621,5J,HKGCEB,2.1999999999999997,0.521,2.97,0.7146841042407924
6622,5J,HKGCEB,0.2,0.535,2.61,0.7146841042407924
6626,5J,HKGMNL,3.4000000000000004,0.712,2.61,0.570409312805107
6627,5J,HKGMNL,2.4,0.919,2.18,0.570409312805107
6628,5J,HKGMNL,3.6999999999999997,0.802,2.61,0.570409312805107
6638,5J,MNLDVO,5.6000000000000005,0.826,7.2,1.2708374191017846
6639,5J,MNLDVO,1.3,0.538,3.81,1.2708374191017846
6642,5J,MNLDVO,3.5999999999999996,0.61,5.88,1.2708374191017846
6643,5J,MNLDVO,1.0999999999999999,0.49,3.27,1.2708374191017846
6648,5J,MNLDVO,3.1,0.8,5.0,1.2708374191017846
6649,5J,MNLDVO,2.1999999999999997,0.789,6.11,1.2708374191017846
6651,5J,MNLDVO,3.8,0.519,8.93,1.2708374191017846
6652,5J,MNLDVO,1.0999999999999999,0.855,2.69,1.2708374191017846
6653,5J,MNLDVO,4.8,0.715,6.99,1.2708374191017846
6654,5J,DVOMNL,4.2,0.801,8.05,1.5526573838007451
6655,5J,DVOMNL,3.0,0.919,7.2,1.5526573838007451
6657,5J,MNLDVO,3.5999999999999996,0.847,5.93,1.2708374191017846
6658,5J,MNLDVO,0.8,0.403,2.97,1.2708374191017846
6659,5J,MNLDVO,0.5,0.639,0.87,1.2708374191017846
6660,5J,MNLDVO,3.5999999999999996,0.734,5.01,1.2708374191017846
6662,5J,MNLDVO,5.2,0.821,7.41,1.2708374191017846
6663,5J,MNLDVO,6.6000000000000005,1.0,8.51,1.2708374191017846
6664,5J,MNLDVO,1.7999999999999998,0.53,5.08,1.2708374191017846
6665,5J,MNLDVO,0.8999999999999999,0.699,2.12,1.2708374191017846
6667,5J,MNLDVO,0.8999999999999999,0.682,0.42,1.2708374191017846
6670,5J,MNLGES,4.0,0.883,2.61,1.5579646791397097
6674,5J,MNLILO,3.8,0.952,4.26,0.8299604559199814
6676,5J,MNLILO,4.3,0.915,4.26,0.8299604559199814
6678,5J,MNLILO,5.3,0.843,4.66,0.8299604559199814
6680,5J,MNLILO,5.1,0.856,4.44,0.8299604559199814
6682,5J,MNLILO,2.7,0.678,3.39,0.8299604559199814
6684,5J,MNLILO,2.8000000000000003,0.585,4.24,0.8299604559199814
6685,5J,MNLILO,2.7,0.712,4.24,0.8299604559199814
6687,5J,MNLLAO,1.7999999999999998,0.419,4.84,1.2040453434096465
6688,5J,MNLLAO,2.8000000000000003,0.414,6.45,1.2040453434096465
6696,5J,MNLBCD,2.7,0.725,3.81,0.9772158933036955
6698,5J,MNLBCD,5.7,0.989,5.85,0.9772158933036955
6700,5J,ILOTAG,1.5,0.444,2.22,0.5219721329046088
6701,5J,ILOZAM,5.2,0.483,8.89,0.8776609387022314
6702,5J,MFMMNL,4.0,0.878,4.26,1.2821003088689513
6704,5J,MNLBCD,7.7,0.994,8.89,0.9772158933036955
6710,5J,MNLGES,1.0999999999999999,0.576,6.36,1.5579646791397097
6711,5J,MNLGES,1.3,0.64,3.39,1.5579646791397097
6712,5J,MNLGES,2.6,0.66,5.23,1.5579646791397097
6713,5J,MNLGES,5.7,0.89,8.47,1.5579646791397097
6714,5J,MNLHAN,4.0,0.674,4.66,0.8043066942967835
6716,5J,MNLICN,0.8999999999999999,0.75,1.27,0.5881574594773404
6717,5J,MNLICN,3.0,0.682,2.97,0.5881574594773404
6721,5J,DVOZAM,5.0,0.86,4.84,0.8448229251148959
6723,5J,DVOZAM,3.1,0.914,3.76,0.8448229251148959
6728,5J,MNLPPS,4.0,0.941,5.93,1.1664014548761081
6729,5J,MNLPPS,7.199999999999999,0.941,7.53,1.1664014548761081
6731,5J,MNLRXS,1.2,0.947,2.13,1.3868467116779195
6739,5J,GESCEB,6.0,0.983,8.26,0.8478964401294499
6740,5J,GESCEB,2.6,0.889,2.78,0.8478964401294499
6741,5J,GESCEB,5.2,0.966,5.17,0.8478964401294499
6742,5J,GESCEB,2.8000000000000003,0.948,5.65,0.8478964401294499
6743,5J,GESCEB,4.6,0.943,4.6,0.8478964401294499
6749,5J,HANMNL,4.7,0.61,4.66,0.6893413821064961
6751,5J,HANMNL,1.0,0.661,1.27,0.6893413821064961
6755,5J,MNLGES,2.0,0.617,4.79,1.5579646791397097
6756,5J,MNLGES,0.5,0.451,2.18,1.5579646791397097
6757,5J,MNLHAN,2.8000000000000003,0.733,3.81,0.8043066942967835
6758,5J,MNLHAN,2.8000000000000003,0.801,2.12,0.8043066942967835
6759,5J,MNLHAN,1.6,0.737,1.69,0.8043066942967835
6760,5J,MNLHAN,3.3000000000000003,0.78,3.81,0.8043066942967835
6762,5J,MNLHKG,9.0,0.815,6.54,0.5621479534359745
6763,5J,MNLHKG,4.9,0.878,3.27,0.5621479534359745
6764,5J,MNLHKG,2.5,0.928,2.18,0.5621479534359745
6772,5J,LAOMNL,2.1,0.672,2.15,0.6285841298066237
6773,5J,LAOMNL,1.7999999999999998,0.355,3.76,0.6285841298066237
6774,5J,LAOMNL,3.5999999999999996,0.382,6.45,0.6285841298066237
6781,5J,MNLBCD,5.1,0.925,5.91,0.9772158933036955
6782,5J,MNLBCD,4.7,0.961,5.0,0.9772158933036955
6784,5J,MNLBCD,2.7,0.559,5.08,0.9772158933036955
6787,5J,MNLBCD,5.800000000000001,0.878,7.45,0.9772158933036955
6791,5J,ILOHKG,2.1999999999999997,0.494,3.33,0.8031114253965047
6792,5J,ILOHKG,3.2,0.567,3.33,0.8031114253965047
6794,5J,ILOMNL,5.6000000000000005,0.972,4.44,0.8618283321702721
6795,5J,MNLILO,2.0,0.589,2.54,0.8299604559199814
6796,5J,MNLILO,1.9,0.581,3.39,0.8299604559199814
6797,5J,MNLILO,2.0,0.64,2.97,0.8299604559199814
6799,5J,MNLILO,2.9000000000000004,0.585,4.26,0.8299604559199814
6802,5J,MNLILO,6.9,0.936,5.51,0.8299604559199814
6803,5J,MNLILO,3.2,0.72,4.24,0.8299604559199814
6804,5J,MNLILO,2.8000000000000003,0.648,4.66,0.8299604559199814
6806,5J,MNLILO,3.8,0.879,5.17,0.8299604559199814
6810,5J,CEBMNL,7.1,0.621,6.54,0.5153443964537395
6812,5J,MNLILO,2.9000000000000004,0.983,3.33,0.8299604559199814
6814,5J,MNLILO,3.0,0.978,2.22,0.8299604559199814
6815,5J,MNLILO,5.1,0.978,3.89,0.8299604559199814
6816,5J,MNLILO,3.3000000000000003,0.883,6.09,0.8299604559199814
6817,5J,MNLILO,3.6999999999999997,0.856,3.81,0.8299604559199814
6818,5J,MNLILO,4.6,0.869,4.24,0.8299604559199814
6822,5J,MNLMPH,4.3,0.723,6.91,1.1310689727026464
6823,5J,MNLMPH,1.6,0.734,2.66,1.1310689727026464
6830,5J,HKGCRK,0.8,0.801,1.08,0.9659262704965693
6831,5J,HKGCRK,3.3000000000000003,0.843,5.08,0.9659262704965693
6835,5J,HKGMNL,3.6999999999999997,0.721,2.83,0.570409312805107
6836,5J,HKGMNL,4.5,0.882,3.49,0.570409312805107
6837,5J,HKGMNL,4.0,0.643,3.49,0.570409312805107
6842,5J,MNLMPH,2.1,0.723,4.26,1.1310689727026464
6843,5J,MNLMPH,3.4000000000000004,0.734,5.32,1.1310689727026464
6846,5J,MNLMPH,3.0,0.661,4.44,1.1310689727026464
6849,5J,MNLMPH,4.9,0.7,8.33,1.1310689727026464
6852,5J,MNLPPS,4.6,0.597,7.19,1.1664014548761081
6854,5J,MNLPPS,4.9,0.746,6.78,1.1664014548761081
6857,5J,MNLCEB,4.5,0.673,5.23,0.795862696067288
6859,5J,MNLCEB,6.5,0.665,8.05,0.795862696067288
6866,5J,MNLCEB,6.2,0.97,5.51,0.795862696067288
6868,5J,MNLCEB,5.4,0.733,5.93,0.795862696067288
6869,5J,MNLCEB,5.5,0.728,5.66,0.795862696067288
6871,5J,MNLCEB,6.0,0.745,6.1,0.795862696067288
6872,5J,GESMNL,3.5999999999999996,0.688,8.06,1.4913446406714461
6874,5J,GESMNL,1.7000000000000002,0.597,4.79,1.4913446406714461
6876,5J,GESMNL,3.0,0.809,5.08,1.4913446406714461
6878,5J,HKGCRK,3.3000000000000003,0.742,3.39,0.9659262704965693
6881,5J,HKGMNL,4.0,0.837,2.83,0.570409312805107
6882,5J,HKGMNL,2.6,0.699,2.4,0.570409312805107
6883,5J,HKGMNL,3.1,0.784,2.18,0.570409312805107
6884,5J,HKGMNL,1.6,0.847,1.09,0.570409312805107
6885,5J,HKGMNL,3.9,0.828,2.83,0.570409312805107
6894,5J,CGYMNL,4.9,0.97,6.52,1.5290280495759947
6899,5J,CGYMNL,4.9,0.953,5.93,1.5290280495759947
6901,5J,CGYMNL,4.5,0.894,5.93,1.5290280495759947
6905,5J,ICNMNL,4.2,0.691,2.83,0.4423861506230014
6908,5J,ILOCGY,2.9000000000000004,0.739,4.44,0.5316990701606086
6909,5J,ILOCGY,2.8000000000000003,0.794,2.78,0.5316990701606086
6914,5J,ILOHKG,1.7000000000000002,0.506,2.22,0.8031114253965047
6915,5J,ILOMNL,4.1000000000000005,0.712,4.66,0.8618283321702721
6918,5J,MNLRXS,5.1,0.947,5.85,1.3868467116779195
6920,5J,MNLRXS,6.1,0.771,8.51,1.3868467116779195
6922,5J,MNLSGN,1.3,0.602,1.27,0.5842162590355481
6926,5J,MNLCGY,5.0,0.839,7.39,1.4785823005001086
6927,5J,MNLCGY,4.0,0.804,8.7,1.4785823005001086
6929,5J,MNLCGY,2.5,0.85,3.89,1.4785823005001086
6930,5J,MNLCGY,6.3,0.939,7.22,1.4785823005001086
6932,5J,MNLCGY,3.6999999999999997,0.728,4.44,1.4785823005001086
6942,5J,ILOPPS,1.5,0.822,2.22,0.9345026034530008
6943,5J,ILOPPS,2.8000000000000003,0.694,3.89,0.9345026034530008
6949,5J,LAOMNL,3.6999999999999997,0.608,4.84,0.6285841298066237
6950,5J,LAOMNL,3.8,0.548,4.84,0.6285841298066237
6951,5J,MNLBCD,3.6999999999999997,0.735,7.83,0.9772158933036955
6952,5J,MNLBKK,3.5000000000000004,0.765,3.7,1.0251713675693899
6953,5J,MNLBKK,3.4000000000000004,0.793,5.23,1.0251713675693899
6954,5J,MNLBKK,2.1,0.745,2.18,1.0251713675693899
6955,5J,MNLBKK,4.3,0.763,4.36,1.0251713675693899
6956,5J,MNLBKK,4.5,0.606,5.01,1.0251713675693899
6957,5J,MNLBKK,2.5,0.741,3.05,1.0251713675693899
6958,5J,MNLMFM,4.3,0.729,3.19,0.5174290336814238
6959,5J,MNLMFM,6.9,0.878,3.72,0.5174290336814238
6960,5J,MNLMFM,3.5999999999999996,0.771,2.13,0.5174290336814238
6961,5J,MNLMFM,8.0,0.883,4.26,0.5174290336814238
6967,5J,MNLMPH,2.8000000000000003,0.8,4.44,1.1310689727026464
6969,5J,MNLMPH,4.6,0.728,7.78,1.1310689727026464
6971,5J,MNLOZC,3.9,0.801,5.91,1.6168493941142528
6977,5J,ILOCRK,2.6,0.436,4.66,0.6280087527352297
6983,5J,ILOMNL,3.8,0.89,3.81,0.8618283321702721
6984,5J,ILOMNL,3.3000000000000003,0.708,3.81,0.8618283321702721
6985,5J,ILOMNL,5.2,0.949,4.24,0.8618283321702721
6987,5J,MNLBCD,6.4,0.972,5.56,0.9772158933036955
6988,5J,MNLBCD,5.8999999999999995,0.967,5.56,0.9772158933036955
6991,5J,MNLBCD,4.0,0.787,6.09,0.9772158933036955
6993,5J,MNLTAC,3.2,0.925,4.84,1.6230784587742064
6997,5J,MNLTAG,6.800000000000001,0.833,7.22,0.9247662535333768
6998,5J,MNLTAG,5.1,0.961,4.78,0.9247662535333768
6999,5J,MNLTAG,2.3,0.735,3.04,0.9247662535333768
7009,5J,MNLDVO,4.7,0.743,7.84,1.2708374191017846
7010,5J,MNLDVO,2.3,0.525,5.23,1.2708374191017846
7017,5J,CRKILO,2.7,0.461,3.48,0.5711159737417943
7023,5J,MNLBXU,5.7,0.843,8.9,2.062992125984252
7025,5J,MNLBXU,3.0,0.739,6.91,2.062992125984252
7026,5J,MNLBXU,7.1,0.763,8.9,2.062992125984252
7027,5J,MNLCEB,7.3,0.941,6.36,0.795862696067288
7028,5J,MNLCEB,4.3999999999999995,0.941,4.24,0.795862696067288
7029,5J,MNLCEB,4.3,0.72,4.24,0.795862696067288
7030,5J,MNLCEB,3.3000000000000003,0.729,3.81,0.795862696067288
7031,5J,MNLCEB,4.3999999999999995,0.734,4.14,0.795862696067288
7032,5J,MNLCEB,5.8999999999999995,0.691,6.36,0.795862696067288
7033,5J,MNLCEB,7.3,0.972,6.11,0.795862696067288
7034,5J,MNLCEB,4.7,0.788,4.66,0.795862696067288
7035,5J,ILOMNL,5.800000000000001,0.978,5.0,0.8618283321702721
7037,5J,ILOMNL,3.5000000000000004,0.961,4.44,0.8618283321702721
7038,5J,ILOMNL,2.0,0.699,3.23,0.8618283321702721
7039,5J,ILOMNL,4.3999999999999995,0.782,4.79,0.8618283321702721
7040,5J,ILOMNL,4.5,0.948,4.02,0.8618283321702721
7041,5J,ILOPPS,1.7000000000000002,0.639,3.33,0.9345026034530008
7042,5J,ILOPPS,1.7999999999999998,0.661,2.78,0.9345026034530008
7051,5J,MNLPPS,6.4,0.945,7.2,1.1664014548761081
7052,5J,MNLPPS,3.4000000000000004,0.911,4.24,1.1664014548761081
7053,5J,MNLPPS,2.6,0.966,3.39,1.1664014548761081
7058,5J,MNLRXS,7.000000000000001,0.899,8.51,1.3868467116779195
7060,5J,MNLRXS,5.0,0.723,7.45,1.3868467116779195
7065,5J,MNLCEB,6.800000000000001,0.75,7.2,0.795862696067288
7066,5J,MNLCGY,2.4,0.97,3.91,1.4785823005001086
7067,5J,MNLCGY,5.8999999999999995,0.957,6.96,1.4785823005001086
7068,5J,MNLCGY,4.1000000000000005,0.843,6.78,1.4785823005001086
7073,5J,MNLCEB,4.3999999999999995,0.614,5.23,0.795862696067288
7075,5J,MNLCEB,5.3,0.778,5.45,0.795862696067288
7083,5J,MPHMNL,5.2,0.633,6.38,0.7176495103146489
7085,5J,MPHMNL,2.7,0.702,3.19,0.7176495103146489
7086,5J,MPHMNL,3.5999999999999996,0.711,4.44,0.7176495103146489
7090,5J,MPHMNL,3.5000000000000004,0.715,4.3,0.7176495103146489
7091,5J,MPHMNL,3.5999999999999996,0.753,4.84,0.7176495103146489
7092,5J,MPHMNL,0.4,0.696,0.52,0.7176495103146489
7093,5J,MPHMNL,2.6,0.702,3.72,0.7176495103146489
7094,5J,MPHMNL,1.6,0.782,2.13,0.7176495103146489
7095,5J,MPHMNL,2.5,0.691,3.19,0.7176495103146489
7098,5J,MNLGES,3.6999999999999997,0.716,5.08,1.5579646791397097
7099,5J,MNLGES,4.3,0.776,6.54,1.5579646791397097
7100,5J,MNLGES,2.8000000000000003,1.005,3.72,1.5579646791397097
7101,5J,MNLGES,5.2,0.966,6.36,1.5579646791397097
7103,5J,MNLGES,4.9,0.758,8.47,1.5579646791397097
7109,5J,MNLILO,3.5000000000000004,0.979,3.19,0.8299604559199814
7117,5J,DRPMNL,3.9,0.609,7.39,1.2387442200048673
7118,5J,DRPMNL,4.0,0.613,7.83,1.2387442200048673
7119,5J,DRPMNL,3.1,0.765,3.91,1.2387442200048673
7120,5J,DRPMNL,4.9,0.622,8.26,1.2387442200048673
7124,5J,MNLBCD,5.2,0.957,5.32,0.9772158933036955
7126,5J,MNLBCD,4.3,0.756,5.56,0.9772158933036955
7127,5J,MNLBCD,6.0,0.828,6.99,0.9772158933036955
7129,5J,MNLBCD,5.3,0.936,5.08,0.9772158933036955
7131,5J,MNLBCD,4.2,0.695,5.93,0.9772158933036955
7133,5J,MNLBCD,4.6,0.91,5.32,0.9772158933036955
7135,5J,MNLBCD,3.1,0.894,3.39,0.9772158933036955
7137,5J,MNLBKK,4.1000000000000005,0.743,4.36,1.0251713675693899
7139,5J,MNLILO,3.5000000000000004,0.952,3.19,0.8299604559199814
7140,5J,MNLILO,3.1,0.894,3.72,0.8299604559199814
7141,5J,MNLKIX,4.3,0.841,2.18,0.3449504270569552
7144,5J,MNLMFM,5.4,0.739,3.72,0.5174290336814238
7145,5J,MNLCGY,2.4,0.801,4.66,1.4785823005001086
7146,5J,MNLCGY,2.1999999999999997,0.78,4.66,1.4785823005001086
7151,5J,MNLDVO,3.0,0.464,7.63,1.2708374191017846
7152,5J,MNLDVO,1.3,0.445,4.66,1.2708374191017846
7153,5J,MNLSYD,2.7,0.662,1.96,0.5203797971045886
7154,5J,MNLSYD,1.6,0.769,1.09,0.5203797971045886
7157,5J,MNLTAG,6.2,0.911,6.11,0.9247662535333768
7158,5J,MNLTAG,3.5999999999999996,0.867,3.89,0.9247662535333768
7161,5J,MNLTAG,3.5999999999999996,0.501,5.88,0.9247662535333768
7163,5J,MNLTAG,2.4,0.614,4.58,0.9247662535333768
7165,5J,MNLTAG,4.5,0.917,4.35,0.9247662535333768
7167,5J,MNLTAG,2.5,0.591,4.35,0.9247662535333768
7174,5J,MNLBCD,3.0,0.7,5.65,0.9772158933036955
7175,5J,MNLBCD,3.5999999999999996,0.813,6.96,0.9772158933036955
7177,5J,MNLBKK,2.0,0.667,3.27,1.0251713675693899
7178,5J,MNLBKK,3.1,0.852,3.05,1.0251713675693899
7179,5J,MNLBXU,1.0,0.904,3.19,2.062992125984252
7181,5J,DVOCEB,5.0,0.886,3.81,0.8976046327981048
7184,5J,DVOMNL,3.5000000000000004,0.754,5.45,1.5526573838007451
7185,5J,DVOMNL,1.2,0.556,3.27,1.5526573838007451
7187,5J,DVOMNL,2.1999999999999997,0.586,5.38,1.5526573838007451
7189,5J,MNLBCD,7.3,0.983,8.9,0.9772158933036955
7191,5J,MNLBKK,2.9000000000000004,0.649,5.01,1.0251713675693899
7192,5J,MNLBKK,2.9000000000000004,0.673,4.58,1.0251713675693899
7193,5J,MNLBKK,2.1999999999999997,0.81,2.61,1.0251713675693899
7194,5J,MNLBXU,5.5,0.778,8.89,2.062992125984252
7196,5J,MNLBXU,3.9,0.801,6.78,2.062992125984252
7198,5J,MNLCGY,4.3,0.881,5.93,1.4785823005001086
7199,5J,MNLCGY,5.8999999999999995,0.856,8.51,1.4785823005001086
7201,5J,MNLCGY,3.5000000000000004,0.648,7.63,1.4785823005001086
7202,5J,MNLCGY,1.9,0.828,5.0,1.4785823005001086
7203,5J,MNLCGY,3.8,0.915,6.36,1.4785823005001086
7204,5J,MNLCGY,5.6000000000000005,0.911,7.2,1.4785823005001086
7206,5J,MNLCGY,3.0,0.788,5.08,1.4785823005001086
7208,5J,MNLCEB,7.3999999999999995,0.932,6.36,0.795862696067288
7211,5J,MNLCEB,4.6,0.649,5.66,0.795862696067288
7213,5J,MNLCEB,6.3,0.599,8.06,0.795862696067288
7214,5J,MNLMPH,3.4000000000000004,0.697,5.85,1.1310689727026464
7215,5J,MNLMPH,2.4,0.702,4.79,1.1310689727026464
7217,5J,MNLMPH,3.8,0.729,4.79,1.1310689727026464
7219,5J,MNLMPH,3.3000000000000003,0.694,5.0,1.1310689727026464
7224,5J,MNLMPH,4.6,0.742,6.45,1.1310689727026464
7231,5J,MNLPAG,5.6000000000000005,0.968,8.6,2.2936587317463495
7233,5J,MNLPAG,2.7,0.935,5.38,2.2936587317463495
7235,5J,MNLCEB,4.2,0.767,4.24,0.795862696067288
7236,5J,MNLCEB,6.0,0.826,5.93,0.795862696067288
7237,5J,MNLCEB,7.7,0.725,7.63,0.795862696067288
7238,5J,MNLCEB,3.3000000000000003,0.758,4.24,0.795862696067288
